timestamp,peer_id,x,y
0.000000,P0001,140.335743,301.182073
0.000000,P0002,415.862706,961.933742
0.000000,P0003,513.639058,907.465961
0.000000,P0004,26.464163,130.875087
0.000000,P0005,656.192441,150.615387
0.000000,P0006,234.984179,610.044951
0.000000,P0007,702.148665,279.211385
0.000000,P0008,0.362642,993.017239
0.000000,P0009,349.136120,633.903879
0.000000,P0010,170.731904,348.400441
1.000000,P0001,140.356411,301.285173
1.000000,P0002,415.821977,961.657682
1.000000,P0003,513.390110,907.716835
1.000000,P0004,27.188644,130.752546
1.000000,P0005,655.879262,151.048563
1.000000,P0006,235.105584,609.678781
1.000000,P0007,702.150501,280.090743
1.000000,P0008,0.097320,993.271341
1.000000,P0009,349.355248,634.237157
1.000000,P0010,170.746324,348.863965
2.000000,P0001,139.846139,301.838286
2.000000,P0002,415.682929,962.060248
2.000000,P0003,513.631447,907.481654
2.000000,P0004,27.441477,130.478069
2.000000,P0005,656.466640,151.112945
2.000000,P0006,234.786405,609.785654
2.000000,P0007,702.148354,279.957121
2.000000,P0008,0.074592,993.488647
2.000000,P0009,349.609704,633.820224
2.000000,P0010,169.516756,348.936909
3.000000,P0001,140.171293,301.893310
3.000000,P0002,416.101990,961.891391
3.000000,P0003,513.034055,908.067311
3.000000,P0004,27.208698,131.399924
3.000000,P0005,656.403252,151.306372
3.000000,P0006,234.496693,609.429824
3.000000,P0007,701.919938,279.208367
3.000000,P0008,0.242111,993.543511
3.000000,P0009,348.642047,633.956606
3.000000,P0010,169.147426,349.557032
4.000000,P0001,140.198850,301.480394
4.000000,P0002,416.027793,962.233722
4.000000,P0003,512.819172,908.477938
4.000000,P0004,26.583325,132.001903
4.000000,P0005,657.091975,150.814393
4.000000,P0006,234.442110,609.519257
4.000000,P0007,702.375638,279.248341
4.000000,P0008,0.139055,993.534289
4.000000,P0009,348.814821,634.187945
4.000000,P0010,168.958114,349.098846
5.000000,P0001,140.344773,301.627205
5.000000,P0002,416.299806,962.250404
5.000000,P0003,512.327862,908.641609
5.000000,P0004,26.331558,132.251188
5.000000,P0005,657.997922,151.073125
5.000000,P0006,235.021161,610.042422
5.000000,P0007,701.929017,279.353221
5.000000,P0008,0.002417,992.737617
5.000000,P0009,348.715505,634.757343
5.000000,P0010,169.170959,348.884908
6.000000,P0001,140.906529,301.456655
6.000000,P0002,415.728810,962.136285
6.000000,P0003,511.727573,909.091874
6.000000,P0004,26.535951,132.757665
6.000000,P0005,658.760441,151.191937
6.000000,P0006,234.852842,609.614464
6.000000,P0007,702.362176,279.063510
6.000000,P0008,0.293553,993.231691
6.000000,P0009,348.672247,634.674716
6.000000,P0010,169.303215,348.651919
7.000000,P0001,141.375059,301.088525
7.000000,P0002,415.497352,962.547206
7.000000,P0003,512.334849,908.898826
7.000000,P0004,27.300703,132.441621
7.000000,P0005,659.173752,150.720122
7.000000,P0006,235.372373,609.987491
7.000000,P0007,702.597805,279.167633
7.000000,P0008,0.287414,992.680934
7.000000,P0009,348.614364,634.758880
7.000000,P0010,169.428829,348.731235
8.000000,P0001,141.370709,300.912586
8.000000,P0002,415.778232,962.554164
8.000000,P0003,511.733522,908.498379
8.000000,P0004,26.521621,132.520351
8.000000,P0005,659.591524,151.611801
8.000000,P0006,235.271846,610.638153
8.000000,P0007,703.039644,279.361784
8.000000,P0008,0.113752,992.810889
8.000000,P0009,348.720608,635.123447
8.000000,P0010,169.264454,349.490928
9.000000,P0001,141.849325,301.467910
9.000000,P0002,415.943125,962.837556
9.000000,P0003,511.422509,908.691849
9.000000,P0004,25.727808,132.178961
9.000000,P0005,660.724220,151.903018
9.000000,P0006,234.580468,610.489628
9.000000,P0007,703.671221,279.681840
9.000000,P0008,0.087503,992.788245
9.000000,P0009,349.551765,635.474756
9.000000,P0010,169.455233,349.183241
10.000000,P0001,141.852105,302.254717
10.000000,P0002,416.050316,963.320438
10.000000,P0003,511.736811,908.444155
10.000000,P0004,26.160285,131.710736
10.000000,P0005,661.773556,152.176448
10.000000,P0006,234.338304,610.573662
10.000000,P0007,704.241167,279.618909
10.000000,P0008,0.174077,992.979837
10.000000,P0009,349.830472,636.285936
10.000000,P0010,170.066525,349.766665
11.000000,P0001,141.569846,302.109019
11.000000,P0002,415.894401,964.574197
11.000000,P0003,511.876017,908.289553
11.000000,P0004,26.137156,132.258258
11.000000,P0005,661.727991,153.079872
11.000000,P0006,234.423816,610.968471
11.000000,P0007,704.183563,279.673760
11.000000,P0008,0.222910,992.613550
11.000000,P0009,349.638871,636.564104
11.000000,P0010,170.209328,350.100261
12.000000,P0001,141.775356,301.991631
12.000000,P0002,416.115326,964.628518
12.000000,P0003,512.255918,908.029350
12.000000,P0004,26.497180,131.421152
12.000000,P0005,661.867115,153.632076
12.000000,P0006,233.960247,611.545585
12.000000,P0007,704.449360,279.565952
12.000000,P0008,0.283388,993.586689
12.000000,P0009,350.492449,636.045247
12.000000,P0010,170.261660,350.918560
13.000000,P0001,142.574835,301.113405
13.000000,P0002,416.357299,964.013966
13.000000,P0003,511.874331,907.929987
13.000000,P0004,26.984938,130.778150
13.000000,P0005,661.663948,153.935609
13.000000,P0006,234.031168,611.754175
13.000000,P0007,703.965185,279.848422
13.000000,P0008,0.640533,993.237793
13.000000,P0009,350.125062,635.759557
13.000000,P0010,169.925209,351.134381
14.000000,P0001,142.744472,300.499842
14.000000,P0002,416.057692,963.794169
14.000000,P0003,512.060184,907.984158
14.000000,P0004,26.387452,130.678797
14.000000,P0005,662.124112,153.637650
14.000000,P0006,233.901880,612.181564
14.000000,P0007,704.892597,279.718966
14.000000,P0008,0.772653,992.974113
14.000000,P0009,349.616213,635.833570
14.000000,P0010,170.136416,350.516926
15.000000,P0001,143.215579,299.591500
15.000000,P0002,415.848031,963.797113
15.000000,P0003,511.812979,907.759588
15.000000,P0004,27.110220,131.057834
15.000000,P0005,662.231641,152.992072
15.000000,P0006,233.404118,611.477512
15.000000,P0007,704.235538,279.516440
15.000000,P0008,0.814751,992.497649
15.000000,P0009,349.129250,636.272475
15.000000,P0010,169.846591,349.550664
16.000000,P0001,142.780738,299.293983
16.000000,P0002,416.098186,964.317508
16.000000,P0003,511.343081,908.230067
16.000000,P0004,26.464163,130.494987
16.000000,P0005,662.223619,153.407502
16.000000,P0006,232.557860,611.613803
16.000000,P0007,703.778623,279.081505
16.000000,P0008,0.784903,992.768882
16.000000,P0009,349.022782,636.260817
16.000000,P0010,169.914246,348.926784
17.000000,P0001,143.159205,298.925063
17.000000,P0002,416.386704,964.849771
17.000000,P0003,511.233026,907.991165
17.000000,P0004,26.549101,130.439295
17.000000,P0005,662.650568,153.905611
17.000000,P0006,231.924850,610.887484
17.000000,P0007,703.707018,279.806519
17.000000,P0008,0.698516,992.244508
17.000000,P0009,349.662497,636.379378
17.000000,P0010,170.372456,349.528375
18.000000,P0001,142.898464,298.712018
18.000000,P0002,416.519906,965.078570
18.000000,P0003,510.654909,908.318229
18.000000,P0004,26.807225,130.510876
18.000000,P0005,662.275228,154.445419
18.000000,P0006,232.404769,610.727868
18.000000,P0007,702.924904,279.827622
18.000000,P0008,0.765798,992.113605
18.000000,P0009,348.628044,637.151166
18.000000,P0010,170.258756,349.503089
19.000000,P0001,142.173268,298.682975
19.000000,P0002,416.358065,964.379766
19.000000,P0003,510.700632,907.862196
19.000000,P0004,27.310767,130.183564
19.000000,P0005,662.522314,155.171869
19.000000,P0006,232.754140,610.037969
19.000000,P0007,703.087119,279.188902
19.000000,P0008,0.482611,992.768082
19.000000,P0009,348.717994,636.725562
19.000000,P0010,170.837436,350.026487
20.000000,P0001,141.322581,298.929490
20.000000,P0002,415.535239,964.372369
20.000000,P0003,510.093936,906.847932
20.000000,P0004,27.453056,130.719142
20.000000,P0005,662.546235,154.750095
20.000000,P0006,232.828325,609.603168
20.000000,P0007,703.896524,279.122495
20.000000,P0008,1.022000,992.754898
20.000000,P0009,348.350541,636.627520
20.000000,P0010,170.139121,350.445572
21.000000,P0001,141.185172,298.581714
21.000000,P0002,415.597388,964.864446
21.000000,P0003,509.874360,907.409131
21.000000,P0004,27.630915,130.791656
21.000000,P0005,662.978973,155.271511
21.000000,P0006,233.122148,609.660781
21.000000,P0007,703.500669,279.280184
21.000000,P0008,1.027829,993.000673
21.000000,P0009,348.400674,635.971206
21.000000,P0010,169.831087,350.554124
22.000000,P0001,141.875064,298.229494
22.000000,P0002,415.575395,964.515869
22.000000,P0003,509.620002,907.782820
22.000000,P0004,27.943859,131.341681
22.000000,P0005,662.606573,155.194018
22.000000,P0006,233.304686,609.173563
22.000000,P0007,703.009014,279.110785
22.000000,P0008,1.027554,992.595146
22.000000,P0009,349.146132,635.790834
22.000000,P0010,169.860885,350.585711
23.000000,P0001,141.921104,298.807774
23.000000,P0002,415.133492,964.650038
23.000000,P0003,510.080259,907.534950
23.000000,P0004,28.482080,132.113143
23.000000,P0005,662.594470,154.884066
23.000000,P0006,232.740013,609.369080
23.000000,P0007,703.283957,278.465700
23.000000,P0008,1.658387,992.601248
23.000000,P0009,348.875943,636.067733
23.000000,P0010,170.108521,350.451406
24.000000,P0001,141.606056,299.616516
24.000000,P0002,414.965759,964.406419
24.000000,P0003,509.718685,908.142508
24.000000,P0004,28.308725,130.858879
24.000000,P0005,662.849441,154.428399
24.000000,P0006,233.342440,609.067268
24.000000,P0007,703.582941,278.450292
24.000000,P0008,2.027474,991.963213
24.000000,P0009,348.871945,635.688515
24.000000,P0010,169.347291,349.993992
25.000000,P0001,141.086934,299.406839
25.000000,P0002,415.039920,963.671114
25.000000,P0003,509.645606,908.775790
25.000000,P0004,28.143712,131.090106
25.000000,P0005,663.123568,154.255425
25.000000,P0006,233.395890,608.401511
25.000000,P0007,703.026624,278.120949
25.000000,P0008,1.334156,992.251655
25.000000,P0009,349.190411,636.255366
25.000000,P0010,170.039489,349.572916
26.000000,P0001,141.219424,299.362547
26.000000,P0002,414.862115,962.857115
26.000000,P0003,509.856156,909.288504
26.000000,P0004,27.683504,130.705589
26.000000,P0005,662.672439,154.333287
26.000000,P0006,232.634438,608.514710
26.000000,P0007,702.786871,277.971357
26.000000,P0008,1.955401,992.949755
26.000000,P0009,349.237486,636.223509
26.000000,P0010,170.172773,349.872342
27.000000,P0001,142.247771,299.382348
27.000000,P0002,415.499720,963.594809
27.000000,P0003,509.496252,908.812098
27.000000,P0004,27.777516,130.255843
27.000000,P0005,662.681818,154.372623
27.000000,P0006,232.707542,608.357889
27.000000,P0007,702.874247,277.547175
27.000000,P0008,1.407200,993.355864
