timestamp,peer_id,x,y
0.000000,P0001,688.569684,973.863882
0.000000,P0002,778.796761,69.969949
0.000000,P0003,770.690594,998.878526
0.000000,P0004,323.925736,269.107362
0.000000,P0005,306.561974,622.693819
0.000000,P0006,767.302901,836.036917
0.000000,P0007,251.790711,254.203608
0.000000,P0008,739.485689,892.673188
0.000000,P0009,161.305390,890.056322
0.000000,P0010,102.182667,281.898128
1.000000,P0001,688.155451,973.888400
1.000000,P0002,779.270736,70.006125
1.000000,P0003,771.501426,998.266615
1.000000,P0004,324.132361,268.556948
1.000000,P0005,306.912725,622.705147
1.000000,P0006,767.000276,835.627962
1.000000,P0007,251.629816,253.788209
1.000000,P0008,738.926080,893.145948
1.000000,P0009,160.911591,889.704237
1.000000,P0010,101.877644,282.436398
2.000000,P0001,687.970979,974.041743
2.000000,P0002,778.993217,69.949448
2.000000,P0003,771.937547,997.634950
2.000000,P0004,323.494406,268.891417
2.000000,P0005,306.712113,622.190886
2.000000,P0006,766.516031,834.996855
2.000000,P0007,251.584500,253.654943
2.000000,P0008,738.686167,892.576184
2.000000,P0009,160.581492,889.842210
2.000000,P0010,101.624785,282.343130
3.000000,P0001,687.721998,974.083143
3.000000,P0002,779.337275,69.634846
3.000000,P0003,772.934601,997.322716
3.000000,P0004,323.809395,268.830674
3.000000,P0005,306.574042,622.355358
3.000000,P0006,766.645376,835.883479
3.000000,P0007,251.534167,254.497663
3.000000,P0008,738.984447,891.845516
3.000000,P0009,161.171417,889.321256
3.000000,P0010,101.842658,282.259110
4.000000,P0001,687.906560,974.018979
4.000000,P0002,779.794386,69.943737
4.000000,P0003,772.493578,997.485940
4.000000,P0004,323.952106,269.145285
4.000000,P0005,306.607379,621.360249
4.000000,P0006,766.906809,835.314124
4.000000,P0007,251.438828,254.447191
4.000000,P0008,738.663405,891.529479
4.000000,P0009,160.442978,889.315382
4.000000,P0010,102.182132,282.639686
5.000000,P0001,688.501351,974.618807
5.000000,P0002,779.521900,69.522738
5.000000,P0003,772.143174,998.147213
5.000000,P0004,324.575994,268.468093
5.000000,P0005,306.556006,621.667017
5.000000,P0006,766.115469,835.647157
5.000000,P0007,251.541474,255.297280
5.000000,P0008,738.714647,892.012464
5.000000,P0009,159.938461,889.960566
5.000000,P0010,102.320910,282.537686
6.000000,P0001,688.607648,974.662374
6.000000,P0002,779.142047,70.014453
6.000000,P0003,772.822832,997.994802
6.000000,P0004,324.451825,268.068408
6.000000,P0005,307.068409,622.296706
6.000000,P0006,765.841647,835.600134
6.000000,P0007,251.228741,255.532050
6.000000,P0008,738.622329,892.169108
6.000000,P0009,159.384667,890.187220
6.000000,P0010,102.504776,283.238947
7.000000,P0001,688.981367,974.854245
7.000000,P0002,779.004566,70.578138
7.000000,P0003,772.926096,998.442956
7.000000,P0004,324.731222,268.089595
7.000000,P0005,306.657567,622.392063
7.000000,P0006,766.279303,834.848140
7.000000,P0007,250.523361,255.112353
7.000000,P0008,738.458785,892.043265
7.000000,P0009,159.390110,890.100684
7.000000,P0010,102.464553,282.911592
8.000000,P0001,689.087814,975.110688
8.000000,P0002,779.185570,70.240858
8.000000,P0003,772.744964,998.677731
8.000000,P0004,324.884986,267.835890
8.000000,P0005,306.213381,622.417141
8.000000,P0006,766.876875,834.654145
8.000000,P0007,250.128406,254.570059
8.000000,P0008,738.763744,892.266217
8.000000,P0009,159.659355,888.821050
8.000000,P0010,103.216698,282.788742
9.000000,P0001,688.872298,975.149246
9.000000,P0002,779.610332,69.919049
9.000000,P0003,772.631518,998.074725
9.000000,P0004,324.800794,268.039646
9.000000,P0005,306.856839,623.367389
9.000000,P0006,766.065598,834.436053
9.000000,P0007,250.315523,254.212437
9.000000,P0008,739.280864,892.676452
9.000000,P0009,159.843749,889.529153
9.000000,P0010,103.396463,282.802074
10.000000,P0001,688.782158,975.667746
10.000000,P0002,779.496317,70.039028
10.000000,P0003,772.798263,997.441307
10.000000,P0004,324.719976,268.024438
10.000000,P0005,307.556867,623.737437
10.000000,P0006,765.484638,834.328927
10.000000,P0007,250.290303,254.865266
10.000000,P0008,740.430523,892.814723
10.000000,P0009,158.752206,889.710964
10.000000,P0010,102.365928,282.749691
11.000000,P0001,689.030960,975.083922
11.000000,P0002,779.882226,69.936772
11.000000,P0003,773.058332,997.838772
11.000000,P0004,324.643554,267.735256
11.000000,P0005,307.956067,624.124142
11.000000,P0006,764.875503,834.592003
11.000000,P0007,249.895273,254.450651
11.000000,P0008,741.133690,892.783997
11.000000,P0009,158.690176,889.574014
11.000000,P0010,102.153444,282.910645
12.000000,P0001,689.206871,974.073638
12.000000,P0002,780.701925,69.473031
12.000000,P0003,772.490337,997.612673
12.000000,P0004,324.790989,267.456555
12.000000,P0005,308.033953,624.406184
12.000000,P0006,765.418029,834.566221
12.000000,P0007,250.052517,254.884418
12.000000,P0008,740.865597,893.144327
12.000000,P0009,158.493604,890.299826
12.000000,P0010,102.501934,283.573165
13.000000,P0001,689.382860,975.133012
13.000000,P0002,780.550073,69.764179
13.000000,P0003,771.936341,997.327841
13.000000,P0004,324.377015,268.216002
13.000000,P0005,307.892254,624.959177
13.000000,P0006,765.477659,835.160251
13.000000,P0007,249.952322,255.199137
13.000000,P0008,740.164614,893.233639
13.000000,P0009,157.938525,889.755223
13.000000,P0010,102.525120,282.974891
14.000000,P0001,689.232616,976.063235
14.000000,P0002,780.680880,69.734321
14.000000,P0003,772.699093,997.597699
14.000000,P0004,324.378764,268.248819
14.000000,P0005,308.103565,625.730244
14.000000,P0006,765.316368,834.936561
14.000000,P0007,249.908159,255.504233
14.000000,P0008,739.275397,893.095485
14.000000,P0009,158.368931,889.502742
14.000000,P0010,102.847610,283.142926
15.000000,P0001,689.406037,975.971930
15.000000,P0002,780.924241,68.928944
15.000000,P0003,773.205363,997.515605
15.000000,P0004,324.427165,267.655168
15.000000,P0005,307.795997,626.381685
15.000000,P0006,765.830786,834.928657
15.000000,P0007,250.296976,254.873561
15.000000,P0008,740.173526,893.339354
15.000000,P0009,157.686762,889.764913
15.000000,P0010,103.693490,283.001568
16.000000,P0001,689.161803,976.400995
16.000000,P0002,780.948437,68.647374
16.000000,P0003,772.608278,997.684430
16.000000,P0004,324.918710,267.952571
16.000000,P0005,307.368861,626.610131
16.000000,P0006,766.158015,834.968227
16.000000,P0007,250.629131,254.379374
16.000000,P0008,740.065507,893.608045
16.000000,P0009,157.747306,888.896401
16.000000,P0010,104.428314,283.196614
17.000000,P0001,689.950506,976.297091
17.000000,P0002,780.918994,68.268771
17.000000,P0003,773.106431,997.395997
17.000000,P0004,325.920171,267.845707
17.000000,P0005,306.651573,626.550656
17.000000,P0006,766.141236,834.665758
17.000000,P0007,250.116824,254.911060
17.000000,P0008,740.028255,893.989353
17.000000,P0009,157.017808,888.169068
17.000000,P0010,104.929121,282.788333
18.000000,P0001,689.938762,975.752864
18.000000,P0002,781.082898,68.471762
18.000000,P0003,773.554353,997.120748
18.000000,P0004,326.201791,268.270054
